region,candidato,sexo,edad_grupo,poblacion_region,porcentaje_grupo,ingreso_promedio,score,sentimiento,probabilidad,ganador,indecisos
Madre de Dios,Fujimori,M,60+,1995653,0.177,1196,49.03,0.33,0.4528,0,0.3766
Ayacucho,López Aliaga,F,60+,8130267,0.1796,712,41.07,0.34,0.4382,0,0.3041
Tumbes,Alvarez,F,60+,5082679,0.0528,701,48.6,0.42,0.4912,0,0.3467
Ayacucho,Fujimori,M,60+,9749820,0.069,1294,54,0.2,0.4291,0,0.3427
Puno,López Aliaga,F,41-60,9806565,0.1608,1264,71.28,0.23,0.484,0,0.4646
Puno,Fujimori,F,26-40,3952099,0.1207,1194,58.96,0.25,0.4442,0,0.465
Callao,Alvarez,F,60+,1818181,0.0973,1110,42.44,0.48,0.4871,0,0.3639
Arequipa,Vizcarra,M,41-60,2797549,0.1367,1145,49.7,0.26,0.4739,0,0.1484
Ica,Acuña,F,26-40,6546194,0.0942,796,41.95,0.34,0.4664,0,0.1887
Ucayali,Acuña,F,18-25,8044449,0.1466,1204,42.31,0.3,0.4419,0,0.2431
Puno,Fujimori,F,26-40,6030211,0.0858,1129,40.88,0.29,0.4193,0,0.3091
Lambayeque,Alvarez,F,60+,7148329,0.1767,802,58.62,0.25,0.4595,0,0.3789
Loreto,Acuña,F,41-60,6252330,0.0599,1036,43.02,0.45,0.4661,0,0.4287
Ayacucho,López Aliaga,F,26-40,4404685,0.1555,1262,56.31,0.31,0.4516,0,0.491
Cusco,Fujimori,F,26-40,1599305,0.1689,1089,60.28,0.23,0.4382,0,0.4796
San Martín,Acuña,M,41-60,4631094,0.0669,1067,58.6,0.23,0.4852,0,0.2025
Tacna,Vizcarra,M,18-25,2497261,0.0519,842,46.66,0.44,0.4912,0,0.3564
Junín,Vizcarra,M,18-25,2334494,0.0864,1065,60.09,0.3,0.4941,0,0.3372
Ayacucho,López Aliaga,F,60+,8903977,0.1304,1056,46.89,0.34,0.453,0,0.3587
Ucayali,Fujimori,F,41-60,2659753,0.1537,813,51.91,0.4,0.4967,0,0.3586
Cusco,Vizcarra,M,60+,5420586,0.1675,1224,54.62,0.36,0.4694,0,0.4597
Loreto,López Aliaga,M,60+,6163867,0.1466,735,55.91,0.22,0.4714,0,0.1919
Callao,Alvarez,M,26-40,2345427,0.052,1130,43.57,0.29,0.4369,0,0.263
Ica,López Aliaga,F,41-60,4582107,0.0831,1099,53.36,0.26,0.4533,0,0.3255
Ucayali,López Aliaga,F,26-40,7041978,0.0702,1117,47.45,0.37,0.4425,0,0.4754
Ica,Alvarez,F,60+,7238442,0.1242,920,49.02,0.34,0.4624,0,0.344
Tacna,Fujimori,F,26-40,1218317,0.0769,879,50.36,0.28,0.4827,0,0.1616
Lima,Vizcarra,F,18-25,5218899,0.0619,1145,42.57,0.47,0.4683,0,0.4598
Loreto,López Aliaga,F,60+,6252854,0.113,1045,54.81,0.29,0.4875,0,0.2296
Lima,Acuña,M,60+,3024674,0.0993,790,56.82,0.24,0.4945,0,0.1463
Callao,Alvarez,F,41-60,3871887,0.1296,731,47.76,0.34,0.4872,0,0.2013
Puno,López Aliaga,M,60+,4152632,0.1167,1035,44.74,0.47,0.4936,0,0.3765
Huancavelica,López Aliaga,M,60+,6833156,0.0848,1284,42.74,0.4,0.4953,0,0.1724
Ayacucho,Vizcarra,M,41-60,6311636,0.0965,955,42.31,0.52,0.4956,0,0.4016
Apurímac,Fujimori,M,41-60,2713141,0.0956,989,48.45,0.33,0.479,0,0.2395
Amazonas,Acuña,F,60+,876981,0.1021,757,47.04,0.23,0.3923,0,0.4387
La Libertad,Acuña,F,26-40,5642293,0.0839,1206,48.1,0.31,0.438,0,0.3974
Ica,Acuña,M,26-40,7491914,0.0864,977,41.27,0.47,0.4839,0,0.353
Arequipa,Fujimori,F,26-40,4940509,0.16,1151,56.08,0.26,0.4398,0,0.4508
Moquegua,Vizcarra,M,41-60,2971430,0.0808,1064,47.66,0.5,0.4989,0,0.4605
Tumbes,López Aliaga,F,41-60,7443087,0.0707,980,50.03,0.27,0.429,0,0.3913
Huancavelica,Vizcarra,F,18-25,5029572,0.1646,729,49.77,0.31,0.4378,0,0.4304
Huánuco,Acuña,F,41-60,7816242,0.0674,950,52.99,0.27,0.4765,0,0.2199
Tumbes,Acuña,F,60+,8666277,0.0942,733,58.18,0.25,0.4856,0,0.2278
Tumbes,Alvarez,M,60+,7289943,0.1478,987,44.03,0.3,0.3975,0,0.4944
San Martín,Fujimori,F,60+,4766441,0.1258,1110,44.52,0.37,0.4549,0,0.3626
San Martín,Acuña,F,18-25,3465936,0.1691,717,56.6,0.33,0.4978,0,0.3088
Cajamarca,Fujimori,M,41-60,2661269,0.178,926,61.67,0.31,0.489,0,0.4019
Cusco,Fujimori,F,60+,4275743,0.1231,1082,49.79,0.23,0.4468,0,0.2289
San Martín,Fujimori,M,41-60,2933992,0.0842,768,62.3,0.33,0.4896,0,0.4629
Puno,Acuña,M,41-60,4415459,0.1246,912,44.46,0.48,0.49,0,0.3992
Apurímac,Fujimori,F,41-60,5377747,0.1795,723,60.54,0.35,0.4973,0,0.4192
Arequipa,López Aliaga,M,26-40,4052722,0.1435,950,44.66,0.28,0.4589,0,0.1649
Tacna,Vizcarra,M,60+,6541344,0.1219,1158,48.77,0.34,0.4355,0,0.4874
Arequipa,López Aliaga,F,41-60,2538775,0.1153,1169,56.62,0.21,0.472,0,0.1952
Tacna,Vizcarra,F,26-40,1929617,0.1376,822,46.08,0.29,0.4159,0,0.4291
Cusco,Alvarez,M,60+,3255211,0.1515,1179,50.85,0.35,0.4611,0,0.4077
Ucayali,Fujimori,M,26-40,1495829,0.1495,1100,44.14,0.27,0.4606,0,0.1102
Cusco,Alvarez,F,60+,4344852,0.1103,1148,48.65,0.29,0.475,0,0.1846
Puno,Acuña,F,18-25,4875890,0.0885,1104,45.86,0.33,0.4923,0,0.1221
Tumbes,López Aliaga,M,41-60,3438928,0.1322,1223,57.94,0.3,0.4625,0,0.4461
Pasco,López Aliaga,M,41-60,1571395,0.1694,1049,51.9,0.34,0.4536,0,0.4406
Junín,Vizcarra,F,41-60,1928421,0.1434,750,55.63,0.33,0.4756,0,0.3872
Junín,López Aliaga,M,41-60,6433889,0.0699,1198,40.75,0.42,0.4421,0,0.4389
Huancavelica,Vizcarra,F,60+,4977310,0.0763,1276,41.25,0.29,0.4421,0,0.1889
Junín,Acuña,M,26-40,9861978,0.1482,855,43.5,0.28,0.3959,0,0.4478
Amazonas,Acuña,F,26-40,1105657,0.0852,951,44.48,0.31,0.4621,0,0.1949
Lima,Acuña,M,41-60,8467127,0.0609,1205,52.4,0.3,0.4402,0,0.4426
Madre de Dios,Vizcarra,F,41-60,3240723,0.1237,920,57.11,0.27,0.4404,0,0.4842
Ayacucho,Alvarez,M,26-40,8694933,0.1733,868,48.25,0.33,0.4663,0,0.3026
Moquegua,Acuña,M,60+,6419186,0.1195,1052,43.79,0.43,0.4965,0,0.2483
Pasco,Acuña,M,60+,1281804,0.1055,764,47.66,0.22,0.4349,0,0.2228
Áncash,López Aliaga,F,26-40,5987755,0.1681,1175,50.05,0.34,0.4371,0,0.4904
Lambayeque,Acuña,M,41-60,6506123,0.1215,842,54.56,0.28,0.4373,0,0.4589
Ucayali,Vizcarra,M,60+,9872456,0.1122,879,48.74,0.2,0.4399,0,0.1777
Huancavelica,López Aliaga,F,26-40,2510392,0.1492,1285,58.6,0.3,0.4569,0,0.4889
Ayacucho,Alvarez,M,18-25,8369692,0.0527,919,54.01,0.24,0.4159,0,0.4719
Arequipa,López Aliaga,M,60+,9252395,0.0962,894,52.68,0.25,0.4722,0,0.1913
Tacna,Fujimori,M,18-25,8280393,0.1096,1272,43.11,0.27,0.4206,0,0.2942
La Libertad,Alvarez,F,18-25,7619963,0.0807,1157,46.38,0.43,0.4982,0,0.3041
Piura,Acuña,M,18-25,5975890,0.0506,748,46.56,0.25,0.4229,0,0.313
San Martín,Acuña,F,60+,4132537,0.1337,853,48.06,0.22,0.3943,0,0.4221
Huánuco,Vizcarra,F,41-60,8116324,0.1024,861,44.77,0.39,0.4516,0,0.425
Madre de Dios,Fujimori,M,41-60,6176117,0.1444,1282,64.21,0.23,0.4767,0,0.3517
Huancavelica,Fujimori,F,60+,1661735,0.0507,1081,47.69,0.27,0.4695,0,0.1406
Junín,Fujimori,M,18-25,4421174,0.0711,1034,47.79,0.29,0.4503,0,0.2838
Cusco,Fujimori,F,41-60,3796723,0.1664,1115,41.19,0.32,0.4556,0,0.1864
Tacna,Acuña,M,60+,9530030,0.0889,876,54.94,0.32,0.4913,0,0.2788
Junín,Fujimori,M,41-60,5969731,0.1743,1138,47.67,0.36,0.456,0,0.394
Ica,Alvarez,M,26-40,2049395,0.1289,800,59.37,0.22,0.4877,0,0.194
Tumbes,Acuña,F,26-40,4746609,0.1164,952,57.66,0.28,0.4675,0,0.3713
Loreto,Acuña,M,41-60,3521871,0.1151,928,50.14,0.42,0.4765,0,0.4689
La Libertad,Vizcarra,F,18-25,7602713,0.0979,804,40.2,0.23,0.3581,0,0.4686
Puno,López Aliaga,F,60+,4534256,0.0749,720,51.89,0.23,0.4056,0,0.4698
Arequipa,Alvarez,F,26-40,7552873,0.0919,778,72.7,0.21,0.482,0,0.4704
Loreto,Fujimori,M,26-40,1368607,0.0731,807,62.18,0.22,0.4647,0,0.3621
Cajamarca,López Aliaga,F,18-25,9042129,0.1269,1159,56.44,0.31,0.4514,0,0.4818
Moquegua,López Aliaga,F,60+,8215339,0.1345,891,41.69,0.26,0.3941,0,0.3917
Loreto,Acuña,M,41-60,1945259,0.0798,705,44.81,0.36,0.4754,0,0.2358
Junín,Acuña,M,18-25,7506145,0.1104,870,40.65,0.36,0.4135,0,0.4667
Amazonas,Fujimori,M,41-60,8763615,0.1277,810,42.94,0.43,0.4945,0,0.2517
Ica,Acuña,M,18-25,1606863,0.1099,1285,43.04,0.41,0.4521,0,0.4268
Loreto,López Aliaga,M,41-60,3464503,0.1154,889,54.34,0.27,0.4284,0,0.4938
San Martín,Alvarez,F,18-25,6519532,0.0526,1261,75.22,0.22,0.4945,0,0.478
Lambayeque,López Aliaga,M,18-25,6757043,0.1313,841,49.17,0.21,0.4099,0,0.3528
Tumbes,Alvarez,F,41-60,3129956,0.1441,1189,44.6,0.4,0.4899,0,0.2462
Moquegua,Acuña,F,41-60,6710829,0.1754,1094,47.02,0.38,0.4949,0,0.2178
Huánuco,López Aliaga,F,18-25,6155911,0.1708,878,73.53,0.21,0.4852,0,0.456
Lima,Alvarez,F,41-60,6153602,0.1073,725,56.19,0.26,0.4412,0,0.444
Ayacucho,Vizcarra,M,41-60,1620714,0.0649,767,45.1,0.44,0.4923,0,0.3247
Loreto,Vizcarra,M,60+,2313825,0.1364,849,41.14,0.23,0.3878,0,0.3393
Huánuco,Alvarez,F,60+,3364020,0.0506,796,44.75,0.28,0.4244,0,0.3343
Madre de Dios,López Aliaga,M,60+,6870934,0.0854,1268,46.08,0.35,0.4458,0,0.399
San Martín,Alvarez,F,41-60,4097205,0.0937,1193,41.78,0.24,0.3958,0,0.3375
Piura,Fujimori,F,60+,6517989,0.0769,703,56.42,0.21,0.4601,0,0.242
Madre de Dios,López Aliaga,F,60+,7421943,0.095,895,46.52,0.41,0.4919,0,0.2973
Apurímac,Fujimori,M,60+,3888899,0.076,1269,50.51,0.25,0.4358,0,0.334
San Martín,Acuña,M,18-25,4388480,0.1313,904,55.13,0.23,0.4561,0,0.2828
Loreto,López Aliaga,M,26-40,9258920,0.1513,1132,54.43,0.27,0.4912,0,0.1796
Madre de Dios,Vizcarra,F,41-60,8110354,0.1607,823,42.33,0.26,0.4255,0,0.2438
Arequipa,López Aliaga,M,60+,9457571,0.0856,1108,59.36,0.25,0.4409,0,0.4853
Amazonas,Fujimori,F,26-40,8870726,0.108,1104,53.92,0.41,0.5,0,0.4045
Áncash,López Aliaga,F,18-25,8764535,0.1181,716,57.77,0.27,0.4711,0,0.3437
Áncash,Alvarez,F,18-25,6074143,0.1733,1189,47.37,0.41,0.4561,0,0.4916
Huánuco,Vizcarra,M,18-25,9548544,0.1083,859,62.12,0.21,0.4329,0,0.4925
Huancavelica,López Aliaga,F,41-60,8622850,0.1392,1216,52.32,0.24,0.4529,0,0.2703
Amazonas,Vizcarra,F,60+,9112956,0.0978,1014,46.06,0.46,0.4964,0,0.3536
Loreto,López Aliaga,M,26-40,3556986,0.0924,892,55.24,0.31,0.474,0,0.3543
Loreto,Vizcarra,M,41-60,6913068,0.1304,896,41.08,0.22,0.4166,0,0.1778
Madre de Dios,Vizcarra,M,26-40,2431506,0.1148,842,54.76,0.24,0.4464,0,0.3517
Madre de Dios,Vizcarra,M,26-40,9916071,0.1663,1189,57.41,0.28,0.4683,0,0.3749
Arequipa,Alvarez,M,26-40,4974330,0.1227,760,57.09,0.22,0.4573,0,0.2993
Apurímac,Alvarez,M,26-40,7556126,0.1642,1111,46.45,0.21,0.4301,0,0.2041
La Libertad,Acuña,F,41-60,7374576,0.1221,783,42.5,0.47,0.4912,0,0.341
Lima,Fujimori,M,41-60,8365227,0.1054,715,41.36,0.27,0.4278,0,0.2195
Ica,Vizcarra,M,41-60,3947733,0.1358,878,63.64,0.25,0.4842,0,0.3547
Ucayali,López Aliaga,M,60+,2759115,0.1331,1280,47.84,0.46,0.4901,0,0.4275
Cajamarca,López Aliaga,F,26-40,6228732,0.1584,1282,41.43,0.37,0.4616,0,0.269
Amazonas,Vizcarra,F,26-40,1801855,0.0844,938,53.45,0.29,0.4969,0,0.1561
Huancavelica,López Aliaga,F,18-25,2526748,0.1732,1144,45.71,0.36,0.4858,0,0.2028
Tacna,Alvarez,F,26-40,7057045,0.1127,858,42.76,0.33,0.4068,0,0.4853
Junín,Vizcarra,F,18-25,9124431,0.1684,1245,52.69,0.29,0.4349,0,0.4526
Amazonas,Vizcarra,F,41-60,4154657,0.1122,1255,52.94,0.24,0.4264,0,0.3995
Ayacucho,Alvarez,F,41-60,5158369,0.1268,804,41.99,0.42,0.4618,0,0.3753
Callao,Fujimori,M,41-60,3349321,0.1615,1137,42.11,0.21,0.3984,0,0.2653
Huancavelica,Alvarez,F,18-25,1932415,0.0843,941,48.26,0.24,0.441,0,0.2319
Puno,Fujimori,F,18-25,4153138,0.0564,776,47.02,0.29,0.4162,0,0.4298
Arequipa,López Aliaga,F,60+,1991446,0.0869,1143,47.22,0.31,0.449,0,0.3188
Cajamarca,Fujimori,M,60+,4174005,0.1516,1136,48.61,0.31,0.4799,0,0.1946
Áncash,Alvarez,M,18-25,1915405,0.1602,1151,56.01,0.32,0.4963,0,0.2848
Moquegua,Fujimori,F,26-40,9998300,0.1714,828,52.9,0.27,0.4395,0,0.3917
Puno,Acuña,F,18-25,5687757,0.1328,1007,40.22,0.23,0.3704,0,0.4185
Callao,Alvarez,F,18-25,7304882,0.1748,888,69.04,0.23,0.4964,0,0.364
Áncash,Alvarez,M,18-25,6401652,0.121,1027,53.18,0.27,0.4705,0,0.257
Cajamarca,Vizcarra,F,18-25,1196582,0.0764,964,57.69,0.21,0.4774,0,0.1809
Huancavelica,Acuña,F,60+,2374688,0.1155,1108,43.65,0.41,0.4527,0,0.4254
Ucayali,Vizcarra,M,60+,5448057,0.1703,729,49.68,0.4,0.4974,0,0.3023
Arequipa,Alvarez,M,18-25,4753496,0.1669,1112,42.4,0.24,0.4155,0,0.2548
Arequipa,Fujimori,F,60+,9415275,0.132,802,45.29,0.47,0.4894,0,0.3996
Lambayeque,Vizcarra,F,26-40,6080863,0.1779,720,42.45,0.35,0.4219,0,0.4476
Apurímac,Acuña,F,41-60,5626907,0.0889,1299,61.19,0.23,0.4981,0,0.189
Lambayeque,López Aliaga,M,60+,3866373,0.0959,818,43.34,0.3,0.3998,0,0.4771
San Martín,Vizcarra,M,60+,4547369,0.0953,1171,59.71,0.24,0.4837,0,0.265
Ucayali,Fujimori,F,41-60,8037676,0.1422,1041,49.02,0.34,0.4501,0,0.4162
Cajamarca,Vizcarra,M,60+,8591010,0.1494,833,44.66,0.37,0.478,0,0.2371
San Martín,Fujimori,F,18-25,4855189,0.0976,731,48.99,0.28,0.4618,0,0.2335
Áncash,Alvarez,F,18-25,1441709,0.1785,813,41.05,0.23,0.4075,0,0.2462
Arequipa,Vizcarra,M,60+,6864283,0.1292,993,43.12,0.24,0.3971,0,0.3492
Tacna,Alvarez,M,41-60,8083483,0.1766,1248,41.46,0.23,0.4159,0,0.2006
Moquegua,Alvarez,M,26-40,8693638,0.1528,837,70.88,0.21,0.4825,0,0.4296
Pasco,Alvarez,M,18-25,6178819,0.0941,706,58.19,0.22,0.4681,0,0.2583
La Libertad,Fujimori,M,18-25,9292597,0.1443,803,44.24,0.36,0.4701,0,0.2569
Callao,Fujimori,M,41-60,6669619,0.1316,1132,44.08,0.24,0.4258,0,0.2385
La Libertad,Alvarez,M,41-60,9990006,0.0686,1223,40.37,0.27,0.4333,0,0.1829
San Martín,Vizcarra,F,18-25,8263033,0.0894,752,41.69,0.4,0.4425,0,0.4161
Callao,López Aliaga,F,18-25,9041818,0.136,1058,61.81,0.32,0.4956,0,0.4006
Ayacucho,López Aliaga,M,26-40,8990582,0.0609,1207,47.74,0.49,0.4889,0,0.4829
Piura,Alvarez,M,60+,7666021,0.0944,1204,42.76,0.28,0.4366,0,0.2282
Tacna,Vizcarra,M,60+,7295721,0.0875,1131,55.95,0.21,0.461,0,0.2253
Ayacucho,Acuña,M,60+,7035678,0.0955,863,65.67,0.2,0.4603,0,0.421
Huánuco,López Aliaga,M,26-40,3857225,0.0889,1196,40.39,0.2,0.4102,0,0.1596
San Martín,Fujimori,M,41-60,1908696,0.1708,874,59.34,0.23,0.474,0,0.27
Callao,Alvarez,M,60+,8588587,0.0518,1188,46.34,0.4,0.4546,0,0.4633
Cusco,López Aliaga,F,18-25,5517883,0.0703,713,54.62,0.34,0.478,0,0.3919
Madre de Dios,Fujimori,M,18-25,7169653,0.1187,788,60.63,0.21,0.445,0,0.3991
Ica,López Aliaga,F,60+,1110980,0.0524,1128,71.35,0.23,0.4861,0,0.4475
San Martín,Acuña,F,41-60,7999398,0.0921,1091,46.87,0.3,0.4347,0,0.3689
Huancavelica,Alvarez,F,26-40,9697479,0.1789,889,54.18,0.32,0.4653,0,0.3978
Loreto,Fujimori,F,26-40,8537393,0.1006,1069,63.08,0.23,0.4933,0,0.2494
Ayacucho,Alvarez,M,60+,3973943,0.0721,1224,41.48,0.23,0.3895,0,0.3513
Lima,Acuña,F,26-40,6621420,0.1061,1289,45.18,0.38,0.4996,0,0.1553
Lima,Vizcarra,F,41-60,2421248,0.1591,1251,45.14,0.53,0.4922,0,0.4974
Tacna,Alvarez,M,18-25,9836054,0.1456,1016,50.22,0.21,0.3908,0,0.4735
Cusco,Alvarez,M,60+,4540393,0.1485,880,42.07,0.32,0.4616,0,0.1804
Arequipa,Fujimori,M,26-40,2377715,0.1042,960,62.77,0.26,0.4854,0,0.3573
Callao,López Aliaga,F,41-60,6622764,0.052,1217,46,0.3,0.4233,0,0.3944
La Libertad,Alvarez,M,26-40,9082603,0.0558,1060,48.16,0.43,0.4984,0,0.3274
La Libertad,Acuña,M,41-60,2153573,0.0873,947,46.23,0.44,0.4813,0,0.4049
Lambayeque,Alvarez,F,41-60,2664916,0.0724,775,47.05,0.21,0.4488,0,0.1154
Ica,Fujimori,M,26-40,5194701,0.0782,1063,62.26,0.33,0.4961,0,0.4333
Pasco,Vizcarra,F,41-60,5023204,0.0893,818,54.16,0.21,0.4645,0,0.1828
Lambayeque,Vizcarra,F,18-25,4573031,0.1701,776,52.1,0.26,0.4842,0,0.1355
Arequipa,Fujimori,F,60+,1326601,0.1409,800,57.08,0.25,0.4642,0,0.3175
Apurímac,López Aliaga,F,41-60,8517875,0.1282,1058,45.19,0.38,0.4383,0,0.4709
San Martín,Fujimori,F,41-60,3154794,0.098,1148,56.4,0.22,0.447,0,0.3338
Piura,López Aliaga,F,18-25,4455479,0.0798,871,42.32,0.28,0.4125,0,0.3458
Cajamarca,López Aliaga,F,60+,4372740,0.1658,1005,69.62,0.25,0.4968,0,0.41
Puno,López Aliaga,M,60+,7104234,0.078,814,67.12,0.26,0.4801,0,0.4676
La Libertad,López Aliaga,F,60+,2053701,0.0919,982,51.73,0.23,0.448,0,0.2564
Moquegua,Acuña,F,18-25,2734861,0.0674,1211,45.11,0.4,0.4615,0,0.3943
La Libertad,Fujimori,F,41-60,2409317,0.1289,771,45.55,0.52,0.4956,0,0.4762
Áncash,Alvarez,F,41-60,7494800,0.152,1081,49.15,0.21,0.4012,0,0.3947
Piura,Acuña,M,18-25,1712282,0.0611,1214,48.49,0.27,0.452,0,0.2501
Apurímac,Alvarez,M,18-25,3868140,0.0731,1198,47.36,0.4,0.4847,0,0.3177
Áncash,Alvarez,F,60+,8905533,0.1052,1298,68.54,0.23,0.481,0,0.4191
Amazonas,López Aliaga,M,18-25,6839016,0.1754,1146,47.3,0.23,0.417,0,0.3181
Moquegua,Vizcarra,M,26-40,8434102,0.1234,719,46.13,0.2,0.4386,0,0.1318
Callao,Alvarez,F,60+,3598400,0.169,824,45.12,0.31,0.4416,0,0.3074
Apurímac,Alvarez,M,60+,2887689,0.1227,1019,45.46,0.24,0.4356,0,0.218
Huancavelica,Fujimori,M,41-60,1441242,0.0514,1170,47.06,0.32,0.4271,0,0.45
Madre de Dios,Acuña,M,41-60,912721,0.1147,907,40.03,0.48,0.4713,0,0.3947
Lambayeque,Vizcarra,M,60+,2917512,0.1233,1236,51.23,0.38,0.4871,0,0.3569
Junín,Alvarez,F,18-25,9088731,0.1783,743,55.66,0.26,0.4662,0,0.3047
Huánuco,Vizcarra,F,18-25,4681950,0.055,844,42.9,0.25,0.3829,0,0.4468
Tumbes,López Aliaga,M,41-60,1863880,0.1422,715,57.42,0.27,0.4833,0,0.2731
Puno,López Aliaga,M,26-40,3389050,0.0738,1186,41.53,0.4,0.4619,0,0.3279
Cajamarca,Acuña,M,41-60,5798899,0.127,1068,43.03,0.31,0.4155,0,0.4066
Áncash,López Aliaga,F,26-40,4585927,0.1007,1230,60.52,0.27,0.4526,0,0.4907
Tacna,Acuña,F,41-60,2106600,0.1536,782,56.68,0.28,0.4521,0,0.4351
Tacna,Vizcarra,M,18-25,1291853,0.1419,957,46.59,0.22,0.399,0,0.3817
Tumbes,Vizcarra,F,41-60,4611080,0.087,1153,41.56,0.41,0.4325,0,0.4866
Piura,Acuña,F,26-40,6895025,0.1543,1173,40.18,0.31,0.4246,0,0.3054
Arequipa,Alvarez,F,18-25,1057269,0.0882,895,41.05,0.35,0.4669,0,0.1779
Lima,López Aliaga,M,26-40,4227963,0.0867,989,44.06,0.4,0.4682,0,0.3366
Cusco,Alvarez,M,60+,8411094,0.0992,912,40.09,0.38,0.4903,0,0.1169
Pasco,Fujimori,F,26-40,6920993,0.1674,1040,55.01,0.27,0.4379,0,0.4601
Loreto,Alvarez,M,18-25,4084521,0.0718,1045,54.68,0.4,0.4825,0,0.4871
Cusco,Fujimori,M,26-40,7049060,0.1405,1180,51.36,0.27,0.4303,0,0.4163
Moquegua,Acuña,F,60+,9858288,0.0794,860,46.19,0.46,0.4765,0,0.456
Lambayeque,Fujimori,F,60+,4812161,0.1145,814,61.83,0.22,0.4451,0,0.4438
San Martín,López Aliaga,M,26-40,3814328,0.1295,963,44.73,0.22,0.4416,0,0.1206
Moquegua,Vizcarra,F,18-25,4559690,0.1786,1183,47.14,0.3,0.4753,0,0.1758
Huancavelica,Alvarez,M,18-25,3952945,0.0659,932,45.51,0.27,0.3968,0,0.4622
Lima,Fujimori,M,60+,2128225,0.0643,1152,68.88,0.28,0.4907,0,0.4838
Lambayeque,Fujimori,F,26-40,4433827,0.0522,1076,56.94,0.36,0.4877,0,0.4259
Apurímac,Alvarez,M,41-60,3708851,0.0904,1251,70.1,0.23,0.48,0,0.4598
Junín,Vizcarra,F,18-25,9779566,0.163,938,46.11,0.32,0.4782,0,0.1646
Huancavelica,Fujimori,F,26-40,6254616,0.095,1022,61.34,0.25,0.4727,0,0.371
Madre de Dios,López Aliaga,M,26-40,6441679,0.0913,711,44.04,0.41,0.4901,0,0.259
Ayacucho,Vizcarra,M,18-25,1256612,0.1479,1150,55.95,0.41,0.4913,0,0.4838
Callao,Fujimori,F,18-25,4308181,0.1531,705,58.14,0.22,0.4916,0,0.1457
Lima,Acuña,F,26-40,6471228,0.1671,877,40.19,0.51,0.4894,0,0.3809
Tumbes,López Aliaga,F,60+,6670490,0.0739,930,47.03,0.22,0.3976,0,0.3924
Lambayeque,Fujimori,M,60+,4960493,0.1359,1030,47.86,0.29,0.4876,0,0.1062
Ayacucho,Vizcarra,F,41-60,803531,0.1307,838,54.42,0.2,0.4226,0,0.376
Ucayali,Fujimori,M,18-25,9670100,0.1749,907,40.62,0.4,0.4229,0,0.4929
Ica,Fujimori,F,60+,3268264,0.1135,1134,64.42,0.29,0.4759,0,0.4924
Lima,Acuña,M,18-25,1339242,0.1405,888,56.92,0.32,0.4725,0,0.407
Piura,López Aliaga,M,26-40,1390787,0.1727,817,60.15,0.28,0.4942,0,0.3002
Moquegua,Vizcarra,F,41-60,6727889,0.1531,1008,44.48,0.26,0.4528,0,0.1379
Apurímac,Fujimori,M,60+,5885627,0.1276,1247,49.48,0.24,0.4183,0,0.3808
Piura,Fujimori,F,26-40,893559,0.0903,1003,41.87,0.29,0.4142,0,0.3563
San Martín,Vizcarra,M,18-25,1978044,0.1667,822,43.95,0.44,0.4838,0,0.3358
Piura,Vizcarra,M,60+,6749558,0.0516,891,53.52,0.23,0.4384,0,0.3482
San Martín,Fujimori,F,26-40,7561886,0.0819,1293,50.84,0.3,0.4886,0,0.1744
Amazonas,Fujimori,F,18-25,9500749,0.1055,1009,63.52,0.26,0.4715,0,0.4284
Ucayali,Acuña,M,26-40,2879143,0.1291,960,69.67,0.23,0.4878,0,0.4215
Pasco,Fujimori,M,60+,9415110,0.1756,1069,50.01,0.23,0.4659,0,0.1362
Arequipa,Alvarez,M,18-25,9739076,0.0783,849,48.69,0.43,0.4887,0,0.3879
Amazonas,Alvarez,M,26-40,3988067,0.0845,1019,50.67,0.36,0.4846,0,0.32
Lima,Vizcarra,F,18-25,6514839,0.1549,1231,44.66,0.3,0.4548,0,0.2154
Ica,Alvarez,F,60+,1855517,0.1363,1074,67.4,0.25,0.4737,0,0.4827
Cusco,Alvarez,F,60+,7603840,0.0571,894,49.27,0.23,0.4278,0,0.3061
Callao,López Aliaga,F,60+,7949400,0.1698,1299,42.57,0.49,0.4927,0,0.3684
San Martín,López Aliaga,F,26-40,5315376,0.0834,1119,43.15,0.26,0.4156,0,0.3044
Junín,Acuña,F,18-25,8144370,0.0837,1228,44.7,0.37,0.462,0,0.3202
Tumbes,Vizcarra,M,60+,6228020,0.1346,1236,40.74,0.42,0.4737,0,0.2914
Cusco,López Aliaga,F,41-60,9185682,0.1114,751,46.15,0.42,0.4804,0,0.3592
Pasco,Vizcarra,M,41-60,5843697,0.1727,709,41.51,0.42,0.4886,0,0.2302
Huánuco,López Aliaga,M,41-60,5651952,0.165,875,45.23,0.29,0.4142,0,0.4225
Huánuco,Vizcarra,M,41-60,8439106,0.1747,1283,44,0.27,0.3932,0,0.4543
Cajamarca,López Aliaga,F,18-25,9225542,0.1285,973,42.77,0.25,0.4481,0,0.1209
Huancavelica,Fujimori,F,60+,9023095,0.1024,964,46.65,0.28,0.4743,0,0.125
Pasco,Fujimori,M,41-60,7452918,0.1455,761,56.52,0.32,0.4983,0,0.2746
Madre de Dios,Vizcarra,M,60+,9115110,0.1368,914,41.14,0.39,0.4457,0,0.3833
Ica,Vizcarra,F,18-25,5338760,0.0645,1064,42.55,0.44,0.458,0,0.4323
